Key,english
shapedoorTrimHalfDouble,Door Trim 1/2 Double
shapedoorTrimHalfSquare,Door Trim 1/2 Square
shapedoorTrimHalfThreeSidedLeft,Door Trim 1/2 3-Sided Left
shapedoorTrimHalfThreeSidedRight,Door Trim 1/2 3-Sided Right
shapedoorTrimSquare,Door Trim Square
shapedoorTrimThreeSided,Door Trim 3-Sided
shapedoorTrimTop,Door Trim Top
shapedoorTrimTwoSided,Door Trim 2-Sided
shapedoorWindowTrim,Door Window Combo Trim
shapedynamicGrate,Dynamic Grate
shapefakeDynamicGrate,Fake Dynamic Grate
shapefarmPlot,Farm Plot
shapefarmPlotCornerRound,Farm Plot Corner Round
shapefarmPlotRaised,Farm Plot Raised
shapefence,Fence
shapefenceBroken1,Fence Broken 1
shapefenceBroken2,Fence Broken 2
shapefenceCentered,Fence Centered
shapefenceCenteredBroken1,Fence Centered Broken 1
shapefenceCenteredBroken2,Fence Centered Broken 2
shapefloorJoist,Floor Joist
shapefloorJoist2,Floor Joist 2
shapegable1mHalf,Gable 1m 1/2
shapegable3Quarter,Gable 3/4
shapegable3QuarterFull,Gable 3/4 Full
shapegable3QuarterHalf,Gable 3/4 1/2
shapegableHalf,Gable 1/2
shapegableInvertedHalf,Gable Inverted 1/2
shapegableInvertedHalfHalfOffset,Gable Inverted Half 1/2 Offset
shapegableInvertedHalfQuarterOffset,Gable Inverted Half 1/4 Offset
shapegableInvertedQuarter,Gable Inverted 1/4
shapegableInvertedQuarterHalf,Gable Inverted 1/4 1/2
shapegableInvertedSteep,Gable Inverted Steep
shapegableInvertedSteepHalf,Gable Inverted Steep 1/2
shapegablePlate,Gable Plate
shapegablePlateEnd,Gable Plate End
shapegablePlatePillar0.025,Gable Plate Pillar 0.025m
shapegablePyramid,Gable Pyramid
shapegablePyramidCubeHalf,Gable Pyramid Cube Half
shapegableQuarterHalf,Gable 1/4 1/2
shapegableWedge60,Gable Wedge60
shapegableWedge60CubeHalf,Gable Wedge60 Cube Half
shapehalfBaseboard,Baseboard 1/2
shapehalfBaseboard4Sided,Baseboard 1/2 4-Sided
shapehalfBaseboardOffset,Baseboard 1/2 Offset
shapehalfBlockPillar50,Cube 1/2 Pillar 0.5m
shapehalfBlockPoleQuarter,Cube 1/2 Pole 1/4 Centered
shapehalfChairRail,Baseboard 1/2 Chair Rail
shapehalfChairRail4Sided,Baseboard 1/2 Chair Rail 4-Sided
shapehalfChairRailOffset,Baseboard 1/2 Chair Rail Offset
shapehalfCornerBaseboard,Baseboard 1/2 Corner
shapehalfCornerBaseboard4Sided,Baseboard 1/2 Corner 4-Sided
shapehalfCornerChairRail,Baseboard 1/2 Chair Rail Corner
shapehalfCornerChairRail4Sided,Baseboard 1/2 Chair Rail Corner 4-Sided
shapehalfCrown,Cube 1/2 Crown
shapehalfCrown1Left,Cube 1/2 Crown Left
shapehalfCrown1Right,Cube 1/2 Crown Right
shapehalfCrown2,Cube 1/2 Crown 2
shapehalfCrownCorner1,Cube 1/2 Crown Corner 1
shapehalfCrownCorner2,Cube 1/2 Crown Corner 2
shapehalfCrownCorner3,Cube 1/2 Crown Corner 3
shapehalfCrownCorner4,Cube 1/2 Crown Corner 4
shapehalfCrownCorner5,Cube 1/2 Crown Corner 5
shapehalfCrownCorner6,Cube 1/2 Crown Corner 6
shapehalfCrownCorner7,Cube 1/2 Crown Corner 7
shapehalfCrownCorner8,Cube 1/2 Crown Corner 8
shapehalfCrownCorner9,Cube 1/2 Crown Corner 9
shapehalfLengthPillar50,Half Length Pillar 0.5m
shapehalfLengthPillar50Corner,Half Length Pillar 0.5m Corner
shapehalfPillar100,Half Pillar 1m
shapehalfPillar1m,Half Length Pillar 1m
shapehalfPillar1mHalf,Half Pillar 1m 1/2
shapehalfPillar1mPlate,Half Pillar 1m Plate
shapehalfPillar50,Half Pillar 0.5m
shapehalfPillar50Corner,Half Pillar 0.5m Corner
shapehalfQuarterPost,Cube 1/2 Pole 1/4 Corner
shapehalfRampStairs50,Ramp 1/2 Stairs 0.5m
shapehalfRampStairs50Filler,Ramp 1/2 Stairs 0.5m Filler
shapehalfTrimQuarterEdge,Cube 1/2 Trim 1/4 Edge Offset
shapehalfTrimSplit,Cube 1/2 Trim Split
shapehalfTrimSplit2,Cube 1/2 Trim Split 2
shapehalfTrimSplitOffset,Cube 1/2 Trim Split Offset
shapeiBeam,I-Beam
shapeiBeam5wayCentered,I-Beam 5-Way Centered
shapeiBeam6wayCentered,I-Beam 6-Way Centered
shapeiBeamBent,I-Beam Bent
shapeiBeamCentered,I-Beam Centered
shapeiBeamCenteredFoundation,I-Beam Centered Foundation
shapeiBeamCorner,I-Beam Corner
shapeiBeamCornerCentered,I-Beam Corner Centered
shapeiBeamFoundation,I-Beam Foundation
shapeiBeamFoundation2,I-Beam Foundation 2
shapeiBeamSmall,I-Beam Small
shapeiBeamSupport,I-Beam Support
shapeiBeamTCentered,I-Beam Tee Centered
shapeladderRails,Ladder Rail
shapeladderRound,Ladder Round
shapeladderRoundBroken1,Ladder Round Broken1
shapeladderRoundBroken2,Ladder Round Broken2
shapeladderSquare,Ladder Square
shapeladderSquareBroken01,Ladder Square Broken 1
shapeladderSquareBroken02,Ladder Square Broken 2
shapeladderSquareBroken03,Ladder Square Broken 3
shapemetalTruss3D,Metal Trussing 3D
shapemirror,Mirror
shapemorticianDrawer,Mortician Drawer
shapepictureFrame,Picture Frame
shapepictureFrameFilled,Picture Frame Filled
shapepillar0.025,Pillar 0.025m
shapepillar0.025Centered,Pillar 0.025m Centered
shapepillar0.025CenteredHalf,Pillar 0.025m 1/2 Centered
shapepillar0.025Double,Pillar 0.025m Double
shapepillar0.025Middle,Pillar 0.025m Middle
shapepillar0.025MiddleHalf,Pillar 0.025m 1/2 Side Centered
shapepillar0.05,Pillar 0.05m
shapepillar0.05Centered,Pillar 0.05m Centered
shapepillar0.05CenteredHalf,Pillar 0.05m 1/2 Centered
shapepillar0.05Double,Pillar 0.05m Double
shapepillar0.05Middle,Pillar 0.05m Middle
shapepillar0.05MiddleHalf,Pillar 0.05m 1/2 Side Centered
shapepillar0.25Triple,Pillar 1/4 Triple
shapepillar100,Pillar 1m
shapepillar1006Way,Piller 1m 6-Way
shapepillar100Cap,Pillar 1m Cap
shapepillar100Destroyed,Pillar 1m Destroyed
shapepillar100Open,Pillar 1m Open
shapepillar100Plate,Pillar 1m Plate
shapepillar25,Pillar 0.25m
shapepillar25x25x25Tee,Pillar 0.25x0.25x0.25 Tee
shapepillar375,PIllar 0.375m
shapepillar375UtilityTop,Pillar 0.375m Utility Top
shapepillar50,Pillar 0.5m
shapepillar50CenteredSquareBottom,Pillar 0.5m Centered Square Bottom
shapepillar50CenteredSquareTop,Pillar 0.5m Centered Square Top
shapepillar50CenterPlate,Pillar 0.5m Center Plate
shapepillar50Corner,Pillar 0.5m Corner
shapepillar50CornerDestroyed,Pillar 0.5m Corner Destroyed
shapepillar50CornerPlate,Pillar 0.5m Corner Plate
shapepillar50CornerSquareBottom,Pillar 0.5m Corner Square Bottom
shapepillar50CornerSquareTop,Pillar 0.5m Corner Square Top
shapepillar50Destroyed,Pillar 0.5m Destroyed
shapepillar50Plate,Pillar 0.5m Plate
shapepillar50PlatePillar0.025,Pillar 0.5m Plate Pillar 0.025m
shapepillar50PlatePillar0.05,Pillar 0.5m Plate Pillar 0.05m
shapepillar50UtilityTop,Pillar 0.5m Utility Top
shapepillar50x25x50Tee,Pillar 0.5x0.25x0.5 Tee
shapepillarCrossSupport,Pillar Cross Support
shapepillarCrossSupportFiller,Pillar Cross Support Filler
shapepipeCap,Pipe Cap
shapepipeCorner,Pipe Corner
shapepipeFlange,Pipe Flange
shapepipeJoint,Pipe Tee Joint
shapepipeStraight,Pipe Straight
shapepipeStraightOpenEnded,Pipe Straight Open-Ended
shapepipeThin,Pipe Thin
shapepipeThinCornerDown,Pipe Thin Corner Down
shapepipeThinCornerUp,Pipe Thin Corner Up
shapeplate,Plate
shapeplateArched,Plate Arched
shapeplateCentered,Plate Centered
shapeplateCladding01,Plate Cladding 01
shapeplateCladding02,Plate Cladding 02
shapeplateCladding03,Plate Cladding 03
shapeplateCladding04,Plate Cladding 04
shapeplateCladding05,Plate Cladding 05
shapeplateCladding06,Plate Cladding 06
shapeplateCladding07,Plate Cladding 07
shapeplateCladding08,Plate Cladding 08
shapeplateCorner,Plate Corner
shapeplateCornerHalf,Plate Corner 1/2
shapeplateCornerHalfTop,Plate Corner 1/2 Wall
shapeplateCornerHalfTopHalf,Plate Corner 1/2 Wall 1/2
shapeplateCornerHalfTopHalfOffset,Plate Corner 1/2 Wall 1/2 Offset
shapeplateCornerHalfTopOffset,Plate Corner 1/2 Wall Offset
shapeplateCornerHalfTwoWallHalfLeft,Plate Corner 1/2 2-Wall 1/2 Left
shapeplateCornerHalfTwoWallHalfLeftFront,Plate Corner 1/2 2-Wall 1/2 Left Front
shapeplateCornerHalfTwoWallHalfRight,Plate Corner 1/2 2-Wall 1/2 Right
shapeplateCornerHalfTwoWallHalfRightFront,Plate Corner 1/2 2-Wall 1/2 Right Front
shapeplateCornerRound1m,Plate Corner Round 1m
shapeplateCornerTwoWall,Plate Corner 2-Wall
shapeplateCornerTwoWallHalf,Plate Corner 2-Wall 1/2
shapeplateCounter,Plate Counter
shapeplateCounterHole,Plate Counter Hole
shapeplateDestroyed,Plate Destroyed 01
shapeplateDestroyed02,Plate Destroyed 02
shapeplateDestroyed03,Plate Destroyed 03
shapeplateDiagonal,Plate Diagonal
shapeplateDiagonalDestroyed,Plate Diagonal Destroyed 01
shapeplateDiagonalDestroyed02,Plate Diagonal Destroyed 02
shapeplateDiagonalDestroyed03,Plate Diagonal Destroyed 03
shapeplateDiagonalDestroyed04,Plate Diagonal Destroyed 04
shapeplateDiagonalDestroyed05,Plate Diagonal Destroyed 05
shapeplateDiagonalDestroyed06,Plate Diagonal Destroyed 06
shapeplateDiagonalFiller,Plate Diagonal Filler
shapeplateDiagonalFillerWallLeft,Plate Diagonal Filler Wall Left
shapeplateDiagonalFillerWallRight,Plate Diagonal Filler Wall Right
shapeplateDiagonalWallLeft,Plate Diagonal Wall Left
shapeplateDiagonalWallRight,Plate Diagonal Wall Right
shapeplateDouble,Plate Double
shapeplateDouble2,Plate Double 2
shapeplateGable,Plate Gable
shapeplateGableIncline,Plate Gable Incline
shapeplateHalf,Plate 1/2
shapeplateHalfCentered,Plate 1/2 Centered
shapeplateHalfCornerRound,Plate 1/2 Corner Round
shapeplateHalfCornerRoundLeft,Plate 1/2 Corner Round Left
shapeplateHalfCornerRoundLeftOffset,Plate 1/2 Corner Round Left Offset
shapeplateHalfCornerRoundRight,Plate 1/2 Corner Round Right
shapeplateHalfCornerRoundRightOffset,Plate 1/2 Corner Round Right Offset
shapeplateHalfDouble,Plate 1/2 Double
shapeplateHalfDouble2,Plate 1/2 Double 2
shapeplateHalfGable,Plate 1/2 Gable
shapeplateHalfInclineOffset,Plate 1/2 Incline Offset
shapeplateHalfLocalNorthSouthFace,Plate 1/2 Local North South Face
shapeplateHalfOffCentered,Plate 1/2 Off Centered
shapeplateHalfThreeSided,Plate 1/2 3-Sided
shapeplateHalfThreeSidedHalf,Plate 1/2 3-Sided 1/2
shapeplateHalfTriangle,Plate 1/2 Triangle
shapeplateHole,Plate Hole
shapeplateLocalNorthSouthFace,Plate Local North South Face
shapeplateOffCentered,Plate Off Centered
shapeplatePillar0.025,Plate Pillar 0.025m
shapeplatePole,Plate Pole
shapeplatePoleCentered,Plate Pole Centered
shapeplatePoleCorner,Pole Plate Corner
shapeplatePoleCorner2,Pole Plate Corner 2
shapeplatePoleSideCentered,Plate Pole Side Centered
shapeplateQuarter,Plate 1/4
shapeplateQuarterCornerTrimLeftInside,Plate 1/4 Corner Trim Left Inside
shapeplateQuarterCornerTrimLeftOutside,Plate 1/4 Corner Trim Left Outside
shapeplateQuarterCornerTrimRightInside,Plate 1/4 Corner Trim Right Inside
shapeplateQuarterCornerTrimRightOutside,Plate 1/4 Corner Trim Right Outside
shapeplateQuarterRoundCorner,Plate 1/4 Round Corner
shapeplateQuarterRoundInside,Plate Quarter Round Inside
shapeplateQuarterRoundOutside,Plate Quarter Round Outside
shapeplateQuarterTriangle,Plate 1/4 Triangle
shapeplateQuarterTriangleCorner,Plate 1/4 Triangle Corner
shapeplateRamp,Plate Ramp
shapeplateRampCorner,Plate Ramp Corner Inside
shapeplateRampCornerOutside,Plate Ramp Corner Outside
shapeplateRound,Plate Corner Round
shapeplateSidewalkBroke01,Plate Sidewalk Broken 01
shapeplateSidewalkBroke02,Plate Sidewalk Broken 02
shapeplateSidewalkBroke03,Plate Sidewalk Broken 03
shapeplateSidewalkBroke04,Plate Sidewalk Broken 04
shapeplateSidewalkCrooked,Plate Sidewalk Crooked
shapeplateThreeQuarter,Plate 3/4
shapeplateTrimSplit,Plate Trim Split
shapeplateTrimSplitInside,Plate Trim Split Inside
shapeplateTrimSplitOutside,Plate Trim Split Outside
shapeplateWedge60Filler,Plate Wedge60 Filler
shapeplateWedge60FillerWallLeft,Plate Wedge60 Filler Wall Left
shapeplateWedge60FillerWallRight,Plate Wedge60 Filler Wall Right
shapeplateWedge60Incline,Plate Wedge60 Incline
shapeplateWedge60InclineDestroyed,Plate Wedge60 Incline Destroyed 01
shapeplateWedge60InclineDestroyed02,Plate Wedge60 Incline Destroyed 02
shapeplateWedge60InclinePillar0.025,Plate Wedge60 Incline Pillar 0.025m
shapeplateWedge60InclineWallLeft,Plate Wedge60 Incline Wall Left
shapeplateWedge60InclineWallRight,Plate Wedge60 Incline Wall Right
shapeplateWedge60Left,Plate Wedge60 Left
shapeplateWedge60LeftHollow,Plate Wedge60 Left Hollow
shapeplateWedge60LeftTip,Plate Wedge60 Left Tip
shapeplateWedge60Right,Plate Wedge60 Right
shapeplateWedge60RightHollow,Plate Wedge60 Right Hollow
shapeplateWedge60RightTip,Plate Wedge60 Right Tip
shapeplateWedge60Tip,Plate Wedge60 Tip
shapeplateWedge60TipDestroyed,Plate Wedge60 Tip Destroyed 01
shapeplateWedge60TipDestroyed02,Plate Wedge60 Tip Destroyed 02
shapeplateWedge60TipPillar0.025,Plate Wedge60 Tip Pillar 0.025m
shapeplateWedge60TipWallLeft,Plate Wedge60 Tip Wall Left
shapeplateWedge60TipWallRight,Plate Wedge60 Tip Wall Right
shapepole,Pole
shapepoleCentered,Pole Centered
shapepoleCornerCubePlate,Pole Corner Cube Plate
shapepoleCornerCubePlate2,Pole Corner Cube Plate 2
shapepoleCross,Pole Cross
shapepoleCross3x1,Pole Cross 3x1
shapepoleCrossCenter,Pole Cross Centered
shapepoleCrossHalf,Pole Cross 1/2
shapepoleHalf,Pole 1/2
shapepoleHalfCentered,Pole 1/2 Centered
shapepoleHalfSideCentered,Pole 1/2 Side Centered
shapepolePlate,Pole Plate
shapepolePlateCentered,Pole Plate Centered
shapepolePlateCenteredTee,Pole Plate Centered Tee 01
shapepolePlateCenteredTee2,Pole Plate Centered Tee 02
shapepolePlateHalf,Pole Plate Half
shapepolePlateHalfCentered,Pole Plate 1/2 Centered
shapepolePlateHalfOffCentered,Pole Plate 1/2 Off Centered
shapepolePlateOffCentered,Pole Plate Off Centered
shapepoleQuarterCenteredBroken,Cube 1/4 Centered Broken
shapepoleQuarterCenteredPlate4way,Pole 1/4 Centered Plate 4-Way
shapepoleSideCentered,Pole Side Centered
shapepoleSquareBracketCorner,Pole Bracket Corner
shapepoleSquareCenteredPyramid,Pole Centered Pyramid
shapepoleSquareCircle,Pole 1m Circle
shapepoleSquareCornerBracketLeft,Pole Corner Bracket Left
shapepoleSquareCornerBracketRight,Pole Corner Bracket Right
shapepoleSquareCornerPyramid,Pole Corner Pyramid
shapepoleSquareCornerRound,Pole Square Corner Round
shapepoleSquareDouble,Pole Double
shapepoleSquareDoubleTop,Pole Double Top
shapepoleSquareDoubleTopDouble,Pole Double Top Double
shapepoleSquareSideCenteredCorner,Pole Side Centered Corner
shapepoleSquareSideCenteredCornerBracket,Pole Corner Bracket Centered
shapepoleSquareSideCenteredPyramid,Pole Side Centered Pyramid
shapepoleSquareSideCenteredTee,Pole Side Centered Tee
shapepoleSquareSideCenteredTeeFourWay,Pole Side Centered Tee 4-Way
shapepoleSquareTipLeft,Pole Tip Left
shapepoleSquareTipRight,Pole Tip Right
shapepoleSupport,Pole Support Left
shapepoleSupport1m,Pole Support 1m
shapepoleSupport2,Pole Support Right
shapepoleSupportCenter,Pole Support Centered
shapepoleThreeWayCorner,Pole 3-Way Corner
shapepoleThreeWayPlate,Pole 3-Way Plate
shapepoleThreeWayPlate2,Pole 3-Way Plate 2
shapepoleTwoWayCorner,Pole 2-Way Corner
shapepoleTwoWayPlate,Pole 2-Way Plate
shapepoleTwoWayPlate2,Pole 2-Way Plate 2
shapepoleUtilitySupport,Pole Utility Support
shapepyramid,Pyramid
shapepyramid1m,Pyramid 1m
shapepyramidCubeHalf,Pyramid Cube Half
shapepyramidWedge60,Pyramid Wedge60
shapepyramidWedge60CubeHalf,Pyramid Wedge60 Cube Half
shapequarterCenteredTee,Cube 1/4 Tee Centered
shapequarterCenteredWall,Cube 1/4 Side Centered
shapequarterInsideCorner,Cube 1/4 Corner
shapequarterInsideCorner3way,Cube 1/4 Corner 3-Way
shapequarterTeeCentered,Cube 1/4 Tee Side Centered
shapequarterTrimSplit,Cube 1/4 Trim Split
shaperailing,Railing
shaperailingBroke01,Railing Broke
shaperailingCorner,Railing Corner
shaperailingFloatLeft,Railing Float Left
shaperailingFloatRight,Railing Float Right
shaperamp,Ramp
shaperampBaseboard,Ramp Baseboard
shaperampBaseboard3Sided,Ramp Baseboard 3-Sided
shaperampBaseboardChairRail,Ramp Baseboard Chair Rail
shaperampBaseboardChairRail3Sided,Ramp Baseboard Chair Rail 3-Sided
shaperampCorner,Ramp Corner
shaperampCornerFiller,Ramp Corner Filler
shaperampFrame,Ramp Frame
shaperampGlassSheet,Ramp Sheet
shaperampGlassSheetCap,Ramp Sheet Cap Left
shaperampGlassSheetCap2,Ramp Sheet Cap Right
shaperampHalfTrimQuarterEdge,Ramp 1/2 Trim 1/4 Edge
shaperampHalfTrimQuarterEdge2Sided,Ramp 1/2 Trim 1/4 Edge 2-Sided
shaperampHalfTrimQuarterEdge2SidedOffset,Ramp 1/2 Trim 1/4 Edge 2-Sided Offset
shaperampHalfTrimQuarterEdgeFiller,Ramp 1/2 Trim 1/4 Edge Filler
shaperampHalfTrimQuarterEdgeFillerLeft,Ramp 1/2 Trim 1/4 Edge Filler Left
shaperampHalfTrimQuarterEdgeFillerOffset,Ramp 1/2 Trim 1/4 Edge Filler Offset
shaperampHalfTrimQuarterEdgeFillerOffsetLeft,Ramp 1/2 Trim 1/4 Edge Filler Offset Left
shaperampHalfTrimQuarterEdgeFillerOffsetRight,Ramp 1/2 Trim 1/4 Edge Filler Offset Right
shaperampHalfTrimQuarterEdgeFillerRight,Ramp 1/2 Trim 1/4 Edge Filler Right
shaperampHalfTrimQuarterEdgeOffset,Ramp 1/2 Trim 1/4 Edge Offset
shaperampHalfWindow,Ramp 1/2 Window
shaperampIncline,Ramp Incline
shaperampInclineBaseboard,Ramp Incine Baseboard
shaperampInclineBaseboard4Sided,Ramp Incine Baseboard 4-Sided
shaperampInclineBaseboardChairRail,Ramp Incine Baseboard Chair Rail
shaperampInclineBaseboardChairRail4Sided,Ramp Incine Baseboard Chair Rail 4-Sided
shaperampInclineBaseboardChairRailFiller,Ramp Incine Baseboard Chair Rail Filler
shaperampInclineBaseboardFiller,Ramp Incine Baseboard Filler
shaperampInclineFiller,Ramp Incline Filler
shaperampInclineFillerHalfLeft,Ramp Incline Filler 1/2 Left
shaperampInclineFillerHalfRight,Ramp Incline Filler 1/2 Right
shaperampInclineFillerPillar0.025,Ramp Incline Filler Pillar 0.025m
shaperampInclineHalfLeft,Ramp Incline 1/2 Left
shaperampInclineHalfRight,Ramp Incline 1/2 Right
shaperampInclineInsideCnr,Ramp Incline Inside Corner
shaperampInclineInsideCnrFiller,Ramp Incline Inside Corner Filler
shaperampInclineOutsideCnr,Ramp Incline Outside Corner
shaperampInclineOutsideCnrFiller,Ramp Incline Outside Corner Filler
shaperampInclinePillar0.025,Ramp Incline Pillar 0.025m
shaperampInsideCornerFull,Ramp Inside Corner Full
shaperampInsideCornerFull2,Ramp Inside Corner Full 02
shaperampInsideCornerInclineLeft,Ramp Inside Corner Incline Left
shaperampInsideCornerInclineLeft2,Ramp Inside Corner Incline Left 02
shaperampInsideCornerInclineRight,Ramp Inside Corner Incline Right
shaperampInsideCornerInclineRight2,Ramp Inside Corner Incline Right 02
shaperampInsideCornerSheet,Ramp Sheet Inside Corner
shaperampOutsideCornerFull,Ramp Outside Corner Full
shaperampPillar0.025,Ramp Pillar 0.025m
shaperampTipOffset,Ramp Tip Offset
shaperampTrimQuarterEdge,Ramp Trim 1/4 Edge
shaperampTrimQuarterEdge2Sided,Ramp Trim 1/4 Edge 2-Sided
shaperampTrimQuarterEdgeFiller,Ramp Trim 1/4 Edge Filler
shaperampTrimQuarterEdgeFillerLeft,Ramp Trim 1/4 Edge Filler Left
shaperampTrimQuarterEdgeFillerRight,Ramp Trim 1/4 Edge Filler Right
shaperampWedge60Tip,Ramp Wedge60 Tip
shaperampWedge60TipHollow,Ramp Wedge60 Tip Hollow
shaperampWedgeTip,Ramp Wedge Tip
shaperampWedgeTipHollow,Ramp Wedge Tip Hollow
shaperampWindow,Ramp Window
shaperampWindowCentered,Ramp Window Centered
shaperebar,Rebar
shaperoadPaintArrowLeft,Road Paint Arrow Left
shaperoadPaintArrowLeftStraight,Road Paint Arrow Left Straight
shaperoadPaintArrowRight,Road Paint Arrow Right
shaperoadPaintArrowRightStraight,Road Paint Arrow Right Straight
shaperoadPaintArrowStraight,Road Paint Arrow Straight
shaperoadPaintDash,Road Paint Dash
shaperoadPaintDashCNTR,Road Paint Dash Center
shaperoadPaintDashDiagonalDouble,Road Paint Diagonal Double
shaperoadPaintDashDiagonalFiller,Road Paint Diagonal Filler
shaperoadPaintDashWedgeNarrowHigh,Road Paint Dash Wedge Narrow High 01
shaperoadPaintDashWedgeNarrowHigh2,Road Paint Dash Wedge Narrow High 02
shaperoadPaintDashWedgeNarrowLow,Road Paint Dash Wedge Narrow Low 01
shaperoadPaintDashWedgeNarrowLow2,Road Paint Dash Wedge Narrow Low 02
shaperoadPaintDashWedgeNarrowMid,Road Paint Dash Wedge Narrow Mid 01
shaperoadPaintDashWedgeNarrowMid2,Road Paint Dash Wedge Narrow Mid 02
shaperoadPaintDashWedgeNarrowTip,Road Paint Dash Wedge Narrow Tip 01
shaperoadPaintDashWedgeNarrowTip2,Road Paint Dash Wedge Narrow Tip 02
shaperoadPaintDiagonal,Road Paint Diagonal
shaperoadPaintHandicap,Road Paint Handicap
shaperoadPaintHandicapOffset,Road Paint Handicap Offset
shaperoadPaintQuarterCentered,Road Paint Quarter Centered
shaperoadPaintWedge,Road Paint Wedge
shaperoadPaintWedge2,Road Paint Wedge2
shaperoadPaintWedge2Tip,Road Paint Wedge2 Tip 01
shaperoadPaintWedge2Tip2,Road Paint Wedge2 Tip 02
shaperoadPaintWedgeTip,Road Paint Wedge Tip 01
shaperoadPaintWedgeTip2,Road Paint Wedge Tip 02
shaperoadRailing,Road Railing
shaperoadRailingEnd,Road Railing End Left
shaperoadRailingEnd2,Road Railing End Right
shaperoadRailingPole,Road Railing Pole
shapesawhorse,Sawhorse
shapescaffoldingLadder,Scaffolding Ladder
shapescaffoldingPlank,Scaffolding Plank
shapescaffoldingPlankRamp,Scaffolding Plank Ramp
shapescaffoldingPlankRampFiller,Scaffolding Plank Ramp Filler
shapescaffoldingPlankSupported,Scaffolding Plank Supported
shapescaffoldingPlankSupportedCenter,Scaffolding Plank Supported Center
shapescaffoldingPlankSupportedSide,Scaffolding Plank Supported Side
shapescaffoldingRails,Scaffolding Rails
shapescaffoldingRamp,Scaffolding Ramp
shapescaffoldingRampFiller,Scaffolding Ramp Filler
shapesecurityGateCentered,Security Gate Centered
shapesecurityGateCenteredDiagonal,Security Gate Centered Diagonal
shapesecurityGatePlate,Security Gate Plate
shapeshantywall01,Shanty Wall 01
shapeshantywall02,Shanty Wall 02
shapeshantywall03,Shanty Wall 03
shapeshantywall04,Shanty Wall 04
shapesidewalkCurb,Sidewalk Curb
shapesidewalkCurbCorner,Sidewalk Curb Corner
shapesidingBurnt01,Siding Burnt 01
shapesidingBurnt02,Siding Burnt 02
shapesidingBurnt03,Siding Burnt 03
shapesidingBurnt04,Siding Burnt 04
shapesidingBurnt05,Siding Burnt 05
shapesidingBurnt06,Siding Burnt 06
shapesidingBurnt07,Siding Burnt 07
shapesignLetter_a,Sign Letter A
shapesignLetter_apostrophe,Sign Letter Apostrophe
shapesignLetter_b,Sign Letter B
shapesignLetter_c,Sign Letter C
shapesignLetter_comma,Sign Letter Comma
shapesignLetter_cross,Sign Letter Cross
shapesignLetter_d,Sign Letter D
shapesignLetter_e,Sign Letter E
shapesignLetter_exclamation,Sign Letter Exclamation
shapesignLetter_f,Sign Letter F
shapesignLetter_g,Sign Letter G
shapesignLetter_h,Sign Letter H
shapesignLetter_i,Sign Letter I
shapesignLetter_j,Sign Letter J
shapesignLetter_k,Sign Letter K
shapesignLetter_l,Sign Letter L
shapesignLetter_m,Sign Letter M
shapesignLetter_n,Sign Letter N
shapesignLetter_o,Sign Letter O
shapesignLetter_p,Sign Letter P
shapesignLetter_period,Sign Letter Period
shapesignLetter_prohibition,Sign Letter Prohibition
shapesignLetter_q,Sign Letter Q
shapesignLetter_question,Sign Letter Question
shapesignLetter_r,Sign Letter R
shapesignLetter_s,Sign Letter S
shapesignLetter_t,Sign Letter T
shapesignLetter_u,Sign Letter U
shapesignLetter_v,Sign Letter V
shapesignLetter_w,Sign Letter W
shapesignLetter_x,Sign Letter X
shapesignLetter_y,Sign Letter Y
shapesignLetter_z,Sign Letter Z
shapesignNumber_0,Sign Number 0
shapesignNumber_1,Sign Number 1
shapesignNumber_2,Sign Number 2
shapesignNumber_3,Sign Number 3
shapesignNumber_4,Sign Number 4
shapesignNumber_5,Sign Number 5
shapesignNumber_6,Sign Number 6
shapesignNumber_7,Sign Number 7
shapesignNumber_8,Sign Number 8
shapesignNumber_9,Sign Number 9
shapeslopePlate01,Slope Plate 01
shapeslopePlate02,Slope Plate 02
shapeslopePlate03,Slope Plate 03
shapeslopePlate04,Slope Plate 04
shapeslopePlateCorner01,Slope Plate Corner 01
shapeslopePlateCorner02,Slope Plate Corner 02
shapeslopePlateCorner03,Slope Plate Corner 03
shapeslopePlateCorner04,Slope Plate Corner 04
shapeslopePlateCornerFiller,Slope Plate Corner Filler
shapeslopePlateFiller,Slope Plate Filler
shapeslopePlateLeft01,Slope Plate Left 01
shapeslopePlateLeft02,Slope Plate Left 02
shapeslopePlateLeft03,Slope Plate Left 03
shapeslopePlateLeft04,Slope Plate Left 04
shapeslopePlateRight01,Slope Plate Right 01
shapeslopePlateRight02,Slope Plate Right 02
shapeslopePlateRight03,Slope Plate Right 03
shapeslopePlateRight04,Slope Plate Right 04
shapesphere,1m Sphere
shapestairs,Stairs
shapestairs50Split,Stairs 50 Split
shapestairsFilledCorner,Stairs Filled Corner
shapestairsFilledDiagonal1,Stairs Filled Diagonal 1
shapestairsFilledDiagonal2,Stairs Filled Diagonal 2
shapestairsFilledInsideCorner,Stairs Filled Inside Corner
shapestairsFilledQuarterCrown,Stairs Filled 1/4 Crown 1
shapestairsFilledQuarterCrown2,Stairs Filled 1/4 Crown 2
shapestairsFilledQuarterVerticalUV,Stairs Filled 1/4
shapestairsFilledRailingLeft,Stairs Filled Railing Left
shapestairsFilledRailingMetalLeft,Stairs Filled Railing Metal Left
